9.794260330768534573e+01,4.181293206141887140e+02,1.191512208574905287e+02,2.865231571280253888e+02,1.984652343500098937e+02,1.782599428616393311e+02,2.235877401859070801e+02,1.425930144244410371e+02,3.047553169052262660e+02,3.005978253790636359e+02,1.929500473589892863e+03,2.495292509959185736e+02,1.199056854501204015e+02,2.677044981175565681e+02,1.239013172132873990e+02,9.818184995202426535e+01,3.315847405207085785e+02,2.078390575928657711e+02,1.618489236841847401e+02,9.722653737422777454e+01,1.975532279672953848e+02,5.317874352400383486e+02,1.301296369964986752e+02,6.598914589417230445e+02,8.413230550276927033e+02,1.415609220566391855e+02,1.213059927953646877e+02,1.714518787534363184e+02,1.730411265362967868e+02,1.265622706498481591e+02,1.961649615970511320e+02,3.200828989455525857e+02
8.746073791108936746e+01,6.600252133079748091e+02,1.236250116790059366e+02,4.547356303159157846e+02,2.966304568762164990e+02,1.969975658333867159e+02,2.810395192377575313e+02,2.027291972143480052e+02,4.216486620817326525e+02,3.721251228244249774e+02,2.495743340395314590e+03,3.112103953070834450e+02,1.421118532550165128e+02,3.462027145760699227e+02,1.674156914440752075e+02,1.270541785504133827e+02,4.700007959097540038e+02,2.514694856172300206e+02,1.668555430970218083e+02,8.847683252262022791e+01,2.435166084360219543e+02,7.464700988062664919e+02,1.154978239578934023e+02,1.082380862913604233e+03,1.126460161782238401e+03,1.994925768770775107e+02,1.345377920835986743e+02,1.764524216690752780e+02,2.296409732826669767e+02,1.969275559633487092e+02,1.443973094534225368e+02,4.649762138839981844e+02
4.840069500890373888e+01,1.752542275153270168e+02,6.361346869202632348e+01,1.375988129892666052e+02,1.088587476980134454e+02,7.011017550230926076e+01,1.902194162219475402e+02,7.823515733800358873e+01,1.335629048346931427e+02,1.903789222970843014e+02,1.091651629401143737e+03,1.967268841106701132e+02,8.493451100113482255e+01,1.553033007600449480e+02,8.899837334624928076e+01,6.964158001458531544e+01,1.356276436646394927e+02,1.422608419295854389e+02,7.592057771770998897e+01,4.041723534613880275e+01,1.181899211788903585e+02,4.293220085750297130e+02,9.009026960206189472e+01,2.361042010208370243e+02,4.952117807034509269e+02,6.055980515702572831e+01,9.960838345886068623e+01,7.669387699899701261e+01,9.087947477801721163e+01,8.072041141586377933e+01,8.840793634834621173e+01,1.921513299699739719e+02
2.203503416384025471e+01,1.459422871365042624e+02,5.229779521855040514e+01,1.412363064958656196e+02,8.400007094170321409e+01,4.713164633908560575e+01,2.205324147235824910e+02,5.373318783743957283e+01,8.727678043415849629e+01,1.322362631844420946e+02,7.170201452138317109e+02,2.060125559056444331e+02,6.676092278225048915e+01,1.158563834213594674e+02,8.573964741174228266e+01,4.887224907859484091e+01,7.429670662245555945e+01,1.161688423156442980e+02,4.832948937836791714e+01,2.134798674770486215e+01,9.259263568575609327e+01,4.805502396250942070e+02,7.684655625593268269e+01,1.007303295688199398e+02,4.429307212439258592e+02,3.786071929007894710e+01,5.585202777945061570e+01,3.750234017538859632e+01,5.990206731263651108e+01,6.153835663763808128e+01,3.636018109936119913e+01,1.784783941401651646e+02
5.829759473769593114e+01,1.334021043958263363e+03,1.929556573912341548e+02,8.489601048293995973e+02,5.800883090349706208e+02,1.677877802623881962e+02,3.627320439247096715e+02,3.850832658750366022e+02,7.501095256928578010e+02,4.505022810335542545e+02,3.465197766148180563e+03,4.285080705024295753e+02,1.821557602006481886e+02,4.666749877722854762e+02,2.612694592665689015e+02,1.076395836937648482e+02,7.850791006089390294e+02,3.282401727230914048e+02,2.224156956448534572e+02,5.890860160548043467e+01,3.447269349911391600e+02,1.180051101152515230e+03,1.245268761504480040e+02,1.565890690845309791e+03,1.695872633100474332e+03,2.340469525111634255e+02,1.532511311572243073e+02,1.209968649499913624e+02,3.289734327332838006e+02,3.879989920918683310e+02,1.213027376479193862e+02,9.473599552940866033e+02
6.981223814676006389e-01,2.201324140392736695e+01,3.648364824407425822e+00,1.092329948966383313e+01,5.942452264457924294e+00,1.737334065696082508e+00,4.138103473385631226e+00,5.404625909907757375e+00,6.729383140757197346e+00,5.857489929483508107e+00,3.169285263853723222e+01,5.103844400390802782e+00,1.421285553134610913e+00,5.724350563307533335e+00,3.860409797312538860e+00,9.762926223126754399e-01,9.583279149782059747e+00,5.998566656428882204e+00,2.716737390267369268e+00,6.574425304867020925e-01,5.785494754790509120e+00,2.723452180190962224e+01,1.735757079965753347e+00,2.285275457427283641e+01,2.124414316106091505e+01,3.018025608489831590e+00,1.781305693705304005e+00,1.330000978674943379e+00,3.797302749436051617e+00,8.030881866211917242e+00,1.302344508572669923e+00,1.978645518838461115e+01
5.714109178463023207e-03,6.511129658911919693e-02,1.752157008908164634e-03,-1.057941686298390638e-01,1.550336170881751532e-02,7.279618316341076451e-03,-1.876854800252045902e-02,4.093449733754869063e-02,-1.885624066259434725e-02,-7.304246110650604480e-03,-4.622080170565176505e-02,-4.211542051111822650e-03,1.385166211872703758e-02,1.884241836230506409e-02,-3.602997274792977406e-02,9.071920711978849819e-03,-3.379408554535408282e-02,1.702264439855851602e-02,-1.354684692285897281e-02,1.730505107627512175e-03,5.064261931276695106e-02,3.531036446114228095e-02,-1.400864409802654413e-02,-1.077123395420827023e-01,-3.569164434532487353e-03,2.432281283549958886e-02,1.208680341106724981e-02,4.262060418661446463e-03,2.913249086053898429e-02,-8.172268814062509656e-02,-7.216415303660113877e-03,-2.687373881462938874e-01
9.990447389688350768e+02,5.918974360250303107e+03,1.830416970648182769e+03,5.121022216260510504e+03,3.124558790745824808e+03,1.862507360998863760e+03,6.806860805449460713e+03,2.167966055952940678e+03,3.677493046637503085e+03,4.707042475472674596e+03,2.626809178015289581e+04,6.568965659982896796e+03,2.284921857031571108e+03,4.141435002007483490e+03,2.814542740701841922e+03,1.789890144228024383e+03,3.429998760715036497e+03,3.982280527966659974e+03,1.862659910438934276e+03,9.150418326048919653e+02,3.235399584017577581e+03,1.517353163485290861e+04,2.524265387056195323e+03,5.983928246521548317e+03,1.513528444910746293e+04,1.593745166844823416e+03,2.130028517824644950e+03,1.649672740240994699e+03,2.233217341648573438e+03,2.383545715307098817e+03,1.756006948500779572e+03,6.323566805196334826e+03
1.072172818678481576e+02,1.458346696744551991e+02,9.040286041196880262e+01,2.560702032681865035e+02,1.850150714750411680e+02,2.873007450211970308e+02,1.744324053142460400e+02,1.326793460005509928e+02,2.661684777033666478e+02,2.550942550633988617e+02,7.056021344491753098e+02,2.251037042313930669e+02,2.492667780325815272e+02,7.298578382674896829e+02,1.010129106062529871e+02,1.117124950637347638e+02,2.518055276440448154e+02,2.807132083392245931e+02,3.254506458324066784e+02,1.145748024969750531e+02,1.088301534382320455e+02,1.739774952777313956e+03,8.800498671545285845e+01,4.305545659583139013e+02,9.821837874446674732e+02,1.721201000030450246e+02,1.269544644530306527e+02,3.157204253813443984e+02,1.194918457709227368e+02,1.710762155028761526e+02,1.947327642928411819e+02,9.951995196367028029e+01
1.027153357513189178e+02,1.787712119201919450e+02,7.860918120590045532e+01,3.693829393574812343e+02,2.444346170688100131e+02,3.231375741113420759e+02,2.323582828400460016e+02,1.539326959109195911e+02,3.867966178852739745e+02,3.573563363104793211e+02,8.925826232294676856e+02,2.803992638104310799e+02,3.046921390887645771e+02,1.043185430065600258e+03,1.417401863916953744e+02,1.672167855001566465e+02,3.158737943289625605e+02,3.561058879999893634e+02,4.235032897662483720e+02,1.222242970945277136e+02,1.304225419677246407e+02,2.578912185185930866e+03,7.621133686706940580e+01,7.152690514067417098e+02,1.326016692893987511e+03,2.399111054295167094e+02,1.452933926081587401e+02,3.784953044318608022e+02,1.562795817202640194e+02,2.127193074326619069e+02,1.846451662552357789e+02,1.143080580076624813e+02
